timestamp,device_id,value,value_abs
2025-10-15T12:40:30+02:00,chirop-5,-89.77553191489363,89.77553191489363
2025-10-15T12:40:31+02:00,chirop-5,-89.12736842105261,89.12736842105261
2025-10-15T12:40:32+02:00,chirop-5,-90.19787234042553,90.19787234042553
2025-10-15T12:40:33+02:00,chirop-5,-89.62688172043012,89.62688172043012
2025-10-15T12:40:34+02:00,chirop-5,-93.34893617021275,93.34893617021275
2025-10-15T12:40:35+02:00,chirop-5,-91.78421052631583,91.78421052631583
2025-10-15T12:40:36+02:00,chirop-5,-106.12872340425528,106.12872340425528
2025-10-15T12:40:37+02:00,chirop-5,-93.06344086021507,93.06344086021507
2025-10-15T12:40:38+02:00,chirop-5,-111.47916666666667,111.47916666666667
2025-10-15T12:40:39+02:00,chirop-5,-126.17849462365595,126.17849462365595
2025-10-15T12:40:40+02:00,chirop-5,-126.5074468085106,126.5074468085106
2025-10-15T12:40:41+02:00,chirop-5,-139.1858695652174,139.1858695652174
2025-10-15T12:40:42+02:00,chirop-5,-116.98829787234041,116.98829787234041
2025-10-15T12:40:43+02:00,chirop-5,-113.37708333333333,113.37708333333333
2025-10-15T12:40:44+02:00,chirop-5,-128.33894736842106,128.33894736842106
2025-10-15T12:40:45+02:00,chirop-5,-242.43469387755107,242.43469387755107
2025-10-15T12:40:46+02:00,chirop-5,-234.20212765957444,234.20212765957444
2025-10-15T12:40:47+02:00,chirop-5,-248.09157894736836,248.09157894736836
2025-10-15T12:40:48+02:00,chirop-5,-245.61382978723407,245.61382978723407
2025-10-15T12:40:49+02:00,chirop-5,-229.6870967741935,229.6870967741935
2025-10-15T12:40:50+02:00,chirop-5,-240.59062499999996,240.59062499999996
2025-10-15T12:40:51+02:00,chirop-5,-233.47142857142848,233.47142857142848
2025-10-15T12:40:52+02:00,chirop-5,-233.57157894736832,233.57157894736832
2025-10-15T12:40:53+02:00,chirop-5,-233.7860215053763,233.7860215053763
2025-10-15T12:40:54+02:00,chirop-5,-232.52857142857152,232.52857142857152
