timestamp,device_id,value,value_abs
2025-10-15T10:19:01+02:00,chirop-5,-89.37916666666666,89.37916666666666
2025-10-15T10:19:02+02:00,chirop-5,-94.18842105263161,94.18842105263161
2025-10-15T10:19:03+02:00,chirop-5,-88.7782608695652,88.7782608695652
2025-10-15T10:19:04+02:00,chirop-5,-89.86914893617022,89.86914893617022
2025-10-15T10:19:05+02:00,chirop-5,-89.27525773195873,89.27525773195873
2025-10-15T10:19:06+02:00,chirop-5,-89.53260869565219,89.53260869565219
2025-10-15T10:19:07+02:00,chirop-5,-88.12888888888891,88.12888888888891
2025-10-15T10:19:08+02:00,chirop-5,-88.2806451612903,88.2806451612903
2025-10-15T10:19:09+02:00,chirop-5,-88.35108695652173,88.35108695652173
2025-10-15T10:19:10+02:00,chirop-5,-87.84680851063828,87.84680851063828
2025-10-15T10:19:11+02:00,chirop-5,-88.16315789473684,88.16315789473684
2025-10-15T10:19:12+02:00,chirop-5,-90.38020833333331,90.38020833333331
2025-10-15T10:19:13+02:00,chirop-5,-89.71145833333333,89.71145833333333
2025-10-15T10:19:14+02:00,chirop-5,-82.32631578947368,82.32631578947368
2025-10-15T10:19:15+02:00,chirop-5,-86.72317073170731,86.72317073170731
2025-10-15T10:19:16+02:00,chirop-5,-89.31157894736842,89.31157894736842
2025-10-15T10:19:17+02:00,chirop-5,-89.46489361702127,89.46489361702127
2025-10-15T10:19:18+02:00,chirop-5,-89.17473684210523,89.17473684210523
2025-10-15T10:19:19+02:00,chirop-5,-88.88979591836735,88.88979591836735
2025-10-15T10:19:20+02:00,chirop-5,-89.1978723404255,89.1978723404255
2025-10-15T10:19:21+02:00,chirop-5,-106.5042105263158,106.5042105263158
2025-10-15T10:19:22+02:00,chirop-5,-92.11521739130434,92.11521739130434
2025-10-15T10:19:23+02:00,chirop-5,-109.31368421052636,109.31368421052636
2025-10-15T10:19:24+02:00,chirop-5,-114.65108695652171,114.65108695652171
2025-10-15T10:19:25+02:00,chirop-5,-115.22164948453607,115.22164948453607
2025-10-15T10:19:26+02:00,chirop-5,-307.278350515464,307.278350515464
2025-10-15T10:19:27+02:00,chirop-5,-367.96770833333346,367.96770833333346
2025-10-15T10:19:28+02:00,chirop-5,-364.8391304347826,364.8391304347826
2025-10-15T10:19:29+02:00,chirop-5,-358.82000000000005,358.82000000000005
2025-10-15T10:19:30+02:00,chirop-5,-387.2136842105264,387.2136842105264
2025-10-15T10:19:31+02:00,chirop-5,-429.501052631579,429.501052631579
2025-10-15T10:19:32+02:00,chirop-5,-449.8410526315789,449.8410526315789
2025-10-15T10:19:33+02:00,chirop-5,-458.24666666666656,458.24666666666656
2025-10-15T10:19:34+02:00,chirop-5,-449.38602150537633,449.38602150537633
2025-10-15T10:19:35+02:00,chirop-5,-441.9184782608695,441.9184782608695
2025-10-15T10:19:36+02:00,chirop-5,-447.29247311827964,447.29247311827964
2025-10-15T10:19:37+02:00,chirop-5,-447.5,447.5
2025-10-15T10:19:38+02:00,chirop-5,-452.6569892473118,452.6569892473118
2025-10-15T10:19:39+02:00,chirop-5,-450.7202127659574,450.7202127659574
2025-10-15T10:19:40+02:00,chirop-5,-449.8614583333334,449.8614583333334
2025-10-15T10:19:41+02:00,chirop-5,-452.7874999999999,452.7874999999999
2025-10-15T10:19:42+02:00,chirop-5,-450.60421052631585,450.60421052631585
2025-10-15T10:19:43+02:00,chirop-5,-450.710752688172,450.710752688172
2025-10-15T10:19:44+02:00,chirop-5,-450.640625,450.640625
2025-10-15T10:19:45+02:00,chirop-5,-451.60210526315785,451.60210526315785
2025-10-15T10:19:46+02:00,chirop-5,-453.6736842105263,453.6736842105263
2025-10-15T10:19:47+02:00,chirop-5,-451.762105263158,451.762105263158
2025-10-15T10:19:48+02:00,chirop-5,-453.6291666666668,453.6291666666668
2025-10-15T10:19:49+02:00,chirop-5,-455.00947368421055,455.00947368421055
2025-10-15T10:19:50+02:00,chirop-5,-464.86373626373637,464.86373626373637
2025-10-15T10:19:51+02:00,chirop-5,-452.15760869565224,452.15760869565224
2025-10-15T10:19:52+02:00,chirop-5,-452.98453608247416,452.98453608247416
2025-10-15T10:19:53+02:00,chirop-5,-458.81573033707855,458.81573033707855
2025-10-15T10:19:54+02:00,chirop-5,-456.5234042553192,456.5234042553192
2025-10-15T10:19:55+02:00,chirop-5,-455.1229166666667,455.1229166666667
2025-10-15T10:19:56+02:00,chirop-5,-455.8989361702127,455.8989361702127
2025-10-15T10:19:57+02:00,chirop-5,-450.7872340425531,450.7872340425531
2025-10-15T10:19:58+02:00,chirop-5,-450.4708333333333,450.4708333333333
2025-10-15T10:19:59+02:00,chirop-5,-452.5305263157893,452.5305263157893
2025-10-15T10:20:00+02:00,chirop-5,-449.2105263157894,449.2105263157894
2025-10-15T10:20:01+02:00,chirop-5,-452.56428571428563,452.56428571428563
2025-10-15T10:20:02+02:00,chirop-5,-442.8347826086957,442.8347826086957
2025-10-15T10:20:03+02:00,chirop-5,-448.4935483870968,448.4935483870968
2025-10-15T10:20:04+02:00,chirop-5,-441.2739583333333,441.2739583333333
2025-10-15T10:20:05+02:00,chirop-5,-444.4425531914892,444.4425531914892
2025-10-15T10:20:06+02:00,chirop-5,-439.1833333333333,439.1833333333333
2025-10-15T10:20:07+02:00,chirop-5,-448.1182795698925,448.1182795698925
2025-10-15T10:20:08+02:00,chirop-5,-435.7680412371134,435.7680412371134
2025-10-15T10:20:09+02:00,chirop-5,-439.7351063829786,439.7351063829786
2025-10-15T10:20:10+02:00,chirop-5,-428.8472527472528,428.8472527472528
2025-10-15T10:20:11+02:00,chirop-5,-432.521052631579,432.521052631579
2025-10-15T10:20:12+02:00,chirop-5,-430.49890109890106,430.49890109890106
2025-10-15T10:20:13+02:00,chirop-5,-429.7431578947369,429.7431578947369
2025-10-15T10:20:14+02:00,chirop-5,-425.65666666666664,425.65666666666664
2025-10-15T10:20:15+02:00,chirop-5,-436.69569892473123,436.69569892473123
2025-10-15T10:20:16+02:00,chirop-5,-445.65869565217395,445.65869565217395
2025-10-15T10:20:17+02:00,chirop-5,-429.70212765957444,429.70212765957444
2025-10-15T10:20:18+02:00,chirop-5,-432.25434782608716,432.25434782608716
2025-10-15T10:20:19+02:00,chirop-5,-419.5021276595744,419.5021276595744
2025-10-15T10:20:20+02:00,chirop-5,-418.4197916666668,418.4197916666668
2025-10-15T10:20:21+02:00,chirop-5,-407.97578947368413,407.97578947368413
2025-10-15T10:20:22+02:00,chirop-5,-405.2659340659341,405.2659340659341
2025-10-15T10:20:23+02:00,chirop-5,-409.5645833333333,409.5645833333333
2025-10-15T10:20:24+02:00,chirop-5,-414.2305263157896,414.2305263157896
2025-10-15T10:20:25+02:00,chirop-5,-410.55000000000007,410.55000000000007
2025-10-15T10:20:26+02:00,chirop-5,-413.5852631578947,413.5852631578947
2025-10-15T10:20:27+02:00,chirop-5,-415.28842105263163,415.28842105263163
2025-10-15T10:20:28+02:00,chirop-5,-416.94631578947383,416.94631578947383
2025-10-15T10:20:29+02:00,chirop-5,-420.4170212765958,420.4170212765958
2025-10-15T10:20:30+02:00,chirop-5,-415.5191489361702,415.5191489361702
2025-10-15T10:20:31+02:00,chirop-5,-409.58191489361707,409.58191489361707
2025-10-15T10:20:32+02:00,chirop-5,-414.27111111111105,414.27111111111105
2025-10-15T10:20:33+02:00,chirop-5,-415.69090909090903,415.69090909090903
2025-10-15T10:20:34+02:00,chirop-5,-410.6231578947369,410.6231578947369
2025-10-15T10:20:35+02:00,chirop-5,-403.65257731958764,403.65257731958764
2025-10-15T10:20:36+02:00,chirop-5,-406.47127659574465,406.47127659574465
2025-10-15T10:20:37+02:00,chirop-5,-402.2741935483872,402.2741935483872
2025-10-15T10:20:38+02:00,chirop-5,-399.8370786516854,399.8370786516854
2025-10-15T10:20:39+02:00,chirop-5,-398.2233333333334,398.2233333333334
2025-10-15T10:20:40+02:00,chirop-5,-401.711224489796,401.711224489796
2025-10-15T10:20:41+02:00,chirop-5,-406.4978947368422,406.4978947368422
2025-10-15T10:20:42+02:00,chirop-5,-407.10306122448975,407.10306122448975
2025-10-15T10:20:43+02:00,chirop-5,-403.7736842105261,403.7736842105261
2025-10-15T10:20:44+02:00,chirop-5,-405.2589473684211,405.2589473684211
2025-10-15T10:20:45+02:00,chirop-5,-405.1326315789473,405.1326315789473
2025-10-15T10:20:46+02:00,chirop-5,-397.51075268817215,397.51075268817215
2025-10-15T10:20:47+02:00,chirop-5,-394.65483870967745,394.65483870967745
2025-10-15T10:20:48+02:00,chirop-5,-396.56195652173926,396.56195652173926
2025-10-15T10:20:49+02:00,chirop-5,-391.9734042553191,391.9734042553191
2025-10-15T10:20:50+02:00,chirop-5,-399.637894736842,399.637894736842
2025-10-15T10:20:51+02:00,chirop-5,-396.7958333333333,396.7958333333333
2025-10-15T10:20:52+02:00,chirop-5,-385,385
2025-10-15T10:20:53+02:00,chirop-5,-388.6645833333333,388.6645833333333
2025-10-15T10:20:54+02:00,chirop-5,-391.6322916666666,391.6322916666666
2025-10-15T10:20:55+02:00,chirop-5,-388.54347826086956,388.54347826086956
2025-10-15T10:20:56+02:00,chirop-5,-388.531914893617,388.531914893617
2025-10-15T10:20:57+02:00,chirop-5,-389.16941176470584,389.16941176470584
2025-10-15T10:20:58+02:00,chirop-5,-384.7395604395603,384.7395604395603
2025-10-15T10:20:59+02:00,chirop-5,-390.352688172043,390.352688172043
2025-10-15T10:21:00+02:00,chirop-5,-390.1860215053763,390.1860215053763
2025-10-15T10:21:01+02:00,chirop-5,-382.3711111111112,382.3711111111112
2025-10-15T10:21:02+02:00,chirop-5,-384.2538461538461,384.2538461538461
2025-10-15T10:21:03+02:00,chirop-5,-383.90104166666674,383.90104166666674
2025-10-15T10:21:04+02:00,chirop-5,-383.39032258064526,383.39032258064526
2025-10-15T10:21:05+02:00,chirop-5,-383.01170212765965,383.01170212765965
2025-10-15T10:21:06+02:00,chirop-5,-382.4708333333333,382.4708333333333
2025-10-15T10:21:07+02:00,chirop-5,-388.02061855670104,388.02061855670104
2025-10-15T10:21:08+02:00,chirop-5,-380.9680412371134,380.9680412371134
2025-10-15T10:21:09+02:00,chirop-5,-379.1659793814433,379.1659793814433
2025-10-15T10:21:10+02:00,chirop-5,-380.8083333333334,380.8083333333334
2025-10-15T10:21:11+02:00,chirop-5,-382.3329896907218,382.3329896907218
2025-10-15T10:21:12+02:00,chirop-5,-375.5189473684211,375.5189473684211
2025-10-15T10:21:13+02:00,chirop-5,-377.07473684210527,377.07473684210527
2025-10-15T10:21:14+02:00,chirop-5,-376.1030303030302,376.1030303030302
2025-10-15T10:21:15+02:00,chirop-5,-375.25760869565227,375.25760869565227
2025-10-15T10:21:16+02:00,chirop-5,-380.93191489361703,380.93191489361703
2025-10-15T10:21:17+02:00,chirop-5,-369.7829787234043,369.7829787234043
