timestamp,device_id,value,value_abs
2025-10-15T13:02:01+02:00,chirop-5,-89.40631578947367,89.40631578947367
2025-10-15T13:02:02+02:00,chirop-5,-89.36494845360824,89.36494845360824
2025-10-15T13:02:03+02:00,chirop-5,-88.25052631578944,88.25052631578944
2025-10-15T13:02:04+02:00,chirop-5,-91.99693877551019,91.99693877551019
2025-10-15T13:02:05+02:00,chirop-5,-89.32473118279572,89.32473118279572
2025-10-15T13:02:06+02:00,chirop-5,-87.92989690721649,87.92989690721649
2025-10-15T13:02:07+02:00,chirop-5,-89.73296703296705,89.73296703296705
2025-10-15T13:02:08+02:00,chirop-5,-90.20736842105264,90.20736842105264
2025-10-15T13:02:09+02:00,chirop-5,-89.00937499999999,89.00937499999999
2025-10-15T13:02:10+02:00,chirop-5,-94.54210526315791,94.54210526315791
2025-10-15T13:02:11+02:00,chirop-5,-89.18210526315787,89.18210526315787
2025-10-15T13:02:12+02:00,chirop-5,-91.51340206185566,91.51340206185566
2025-10-15T13:02:13+02:00,chirop-5,-90.91720430107526,90.91720430107526
2025-10-15T13:02:14+02:00,chirop-5,-88.74731182795698,88.74731182795698
2025-10-15T13:02:15+02:00,chirop-5,-88.24639175257732,88.24639175257732
2025-10-15T13:02:16+02:00,chirop-5,-88.040625,88.040625
2025-10-15T13:02:17+02:00,chirop-5,-88.85555555555555,88.85555555555555
2025-10-15T13:02:18+02:00,chirop-5,-88.30208333333331,88.30208333333331
2025-10-15T13:02:19+02:00,chirop-5,-88.04255319148936,88.04255319148936
2025-10-15T13:02:20+02:00,chirop-5,-88.9684210526316,88.9684210526316
2025-10-15T13:02:21+02:00,chirop-5,-88.52580645161291,88.52580645161291
2025-10-15T13:02:22+02:00,chirop-5,-88.55416666666667,88.55416666666667
2025-10-15T13:02:23+02:00,chirop-5,-89.05913978494624,89.05913978494624
2025-10-15T13:02:24+02:00,chirop-5,-107.02903225806455,107.02903225806455
2025-10-15T13:02:25+02:00,chirop-5,-94.41397849462368,94.41397849462368
2025-10-15T13:02:26+02:00,chirop-5,-108.22307692307692,108.22307692307692
2025-10-15T13:02:27+02:00,chirop-5,-112.56593406593406,112.56593406593406
2025-10-15T13:02:28+02:00,chirop-5,-115.64948453608253,115.64948453608253
2025-10-15T13:02:29+02:00,chirop-5,-178.6444444444445,178.6444444444445
2025-10-15T13:02:30+02:00,chirop-5,-231.90967741935486,231.90967741935486
