timestamp,device_id,value,value_abs
2025-10-15T10:51:40+02:00,chirop-5,-88.09890109890111,88.09890109890111
2025-10-15T10:51:41+02:00,chirop-5,-94.71354166666669,94.71354166666669
2025-10-15T10:51:42+02:00,chirop-5,-90.1559139784946,90.1559139784946
2025-10-15T10:51:43+02:00,chirop-5,-86.76666666666668,86.76666666666668
2025-10-15T10:51:44+02:00,chirop-5,-89.65434782608696,89.65434782608696
2025-10-15T10:51:45+02:00,chirop-5,-88.64536082474226,88.64536082474226
2025-10-15T10:51:46+02:00,chirop-5,-90.59468085106383,90.59468085106383
2025-10-15T10:51:47+02:00,chirop-5,-86.96315789473684,86.96315789473684
2025-10-15T10:51:48+02:00,chirop-5,-88.09684210526319,88.09684210526319
2025-10-15T10:51:49+02:00,chirop-5,-89.08673469387756,89.08673469387756
2025-10-15T10:51:50+02:00,chirop-5,-86.92065217391306,86.92065217391306
2025-10-15T10:51:51+02:00,chirop-5,-87.60978260869564,87.60978260869564
2025-10-15T10:51:52+02:00,chirop-5,-87.79782608695652,87.79782608695652
2025-10-15T10:51:53+02:00,chirop-5,-86.21304347826086,86.21304347826086
2025-10-15T10:51:54+02:00,chirop-5,-88.61122448979593,88.61122448979593
2025-10-15T10:51:55+02:00,chirop-5,-89.57731958762886,89.57731958762886
2025-10-15T10:51:56+02:00,chirop-5,-90.47634408602151,90.47634408602151
2025-10-15T10:51:57+02:00,chirop-5,-88.98172043010752,88.98172043010752
2025-10-15T10:51:58+02:00,chirop-5,-86.1872340425532,86.1872340425532
2025-10-15T10:51:59+02:00,chirop-5,-90.71473684210525,90.71473684210525
2025-10-15T10:52:00+02:00,chirop-5,-89.2174418604651,89.2174418604651
2025-10-15T10:52:01+02:00,chirop-5,-88.7287234042553,88.7287234042553
2025-10-15T10:52:02+02:00,chirop-5,-91.62500000000001,91.62500000000001
2025-10-15T10:52:03+02:00,chirop-5,-91.46923076923076,91.46923076923076
2025-10-15T10:52:04+02:00,chirop-5,-91.09890109890108,91.09890109890108
2025-10-15T10:52:05+02:00,chirop-5,-89.37978723404257,89.37978723404257
2025-10-15T10:52:06+02:00,chirop-5,-89.11555555555555,89.11555555555555
